,description,size,specificity,phi_UB,AUC_UB,sensitivity,tn,F1,sensitivity_UB,specificity_UB,ConfusionMatrix,phi,precision,AUC,pp,sensitivity_LB,tp,specificity_LB,AUC_LB,p,fp,recall,pn,phi_LB,n,fn,degree,mean_area,mean_compactness,mean_concave_points,mean_concavity,mean_fractal_dimension,mean_perimeter,mean_radius,mean_smoothness,mean_symmetry,mean_texture,specificity_CI_diff,sensitivity_CI_diff,phi_CI_diff,AUC_CI_diff
102,mean_area:q40-60  mean_concavity:q60-80  mean_perimeter:q40-60,20,0.9,1.0,1.0,1.0,9,0.9523809523809523,1.0,0.9974714214555375,True,0.9045340337332909,0.9090909090909091,0.9500000000000001,11,0.6915028921812371,10,0.5549838829718046,0.8520018007729973,10,1,1.0,9,0.6926821758049406,10,0,3,q40-60,,,q60-80,,q40-60,,,,,-1.0,-1.5441725502860357,-1.7430477785304164,-1.4813135234329888
103,mean_area:q40-60  mean_concavity:q20-40  mean_perimeter:q40-60,32,1.0,0.0,,0.0,31,,0.975,1.0,True,0.0,,,0,0.0,0,0.88781125307763,,1,0,0.0,32,0.0,31,1,3,q40-60,,,q20-40,,q40-60,,,,,-0.9427220909042038,-1.0,,
104,mean_area:q40-60  mean_concavity:q40-60  mean_perimeter:q40-60,25,1.0,1.0,0.8699954980675068,0.25,21,0.4,0.8058795503167566,1.0,True,0.46770717334674267,1.0,0.625,1,0.006309463209709889,1,0.8389023847809204,0.38000450193249324,4,0,0.25,24,0.0,21,3,3,q40-60,,,q40-60,,q40-60,,,,,-1.0,-1.0015742207600538,-1.0,-1.0
105,mean_area:q40-60  mean_concavity:q00-20  mean_perimeter:q40-60,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,q40-60,,,q00-20,,q40-60,,,,,-0.8886632019432408,,,
106,mean_area:q60-80  mean_concavity:q80-100  mean_perimeter:q60-80,28,0.0,0.0,,1.0,0,0.9818181818181818,1.0,0.975,True,0.0,0.9642857142857143,,28,0.8722971323845661,27,0.0,,27,1,1.0,0,0.0,1,0,3,q60-80,,,q80-100,,q60-80,,,,,-1.0,-1.3545375466832117,,
107,mean_area:q60-80  mean_concavity:q60-80  mean_perimeter:q60-80,34,0.8181818181818182,0.8692838847473106,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.44414326078468996,11,2,3,q60-80,,,q60-80,,q60-80,,,,,-1.0,-1.0415604796699631,-0.9629420052953441,-1.0478828560126912
108,mean_area:q60-80  mean_concavity:q40-60  mean_perimeter:q60-80,31,0.8095238095238095,0.8134354580389044,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.3371479005105343,21,2,3,q60-80,,,q40-60,,q60-80,,,,,-1.0,-1.0,-1.0912001714131858,-1.0
109,mean_area:q80-100  mean_concavity:q80-100  mean_radius:q80-100,63,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,63,0.9431276476680218,63,,,63,0,1.0,0,0.0,0,0,3,q80-100,,,q80-100,,,q80-100,,,,,-0.9700958735936537,,
110,mean_area:q80-100  mean_concavity:q60-80  mean_radius:q80-100,41,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,41,0.9139561637059667,41,,,41,0,1.0,0,0.0,0,0,3,q80-100,,,q60-80,,,q80-100,,,,,-1.0,,
111,mean_area:q00-20  mean_concavity:q20-40  mean_radius:q00-20,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,q00-20,,,q20-40,,,q00-20,,,,-1.0,,,
112,mean_area:q00-20  mean_concavity:q40-60  mean_radius:q00-20,21,1.0,0.0,,,21,,,1.0,True,0.0,,,0,,0,0.8389023847809204,,0,0,,21,0.0,21,0,3,q00-20,,,q40-60,,,q00-20,,,,-1.0,,,
113,mean_area:q00-20  mean_concavity:q00-20  mean_radius:q00-20,50,1.0,0.0,,,50,,,1.0,True,0.0,,,0,,0,0.9288782635357954,,0,0,,50,0.0,50,0,3,q00-20,,,q00-20,,,q00-20,,,,-0.9810929009678754,,,
114,mean_area:q20-40  mean_concavity:q20-40  mean_radius:q20-40,39,1.0,0.0,,0.0,38,,0.975,1.0,True,0.0,,,0,0.0,0,0.9074872385841217,,1,0,0.0,39,0.0,38,1,3,q20-40,,,q20-40,,,q20-40,,,,-1.0,-1.0,,
115,mean_area:q20-40  mean_concavity:q40-60  mean_radius:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,q20-40,,,q40-60,,,q20-40,,,,-1.0,,,
116,mean_area:q20-40  mean_concavity:q00-20  mean_radius:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,q20-40,,,q00-20,,,q20-40,,,,-0.9696243663758238,,,
117,mean_area:q40-60  mean_concavity:q60-80  mean_radius:q40-60,21,0.9,1.0,1.0,0.9090909090909091,9,0.9090909090909091,0.9977010277861846,0.9974714214555375,True,0.8090909090909091,0.9090909090909091,0.9045454545454545,11,0.5872200830116173,10,0.5549838829718046,0.7721047302889056,11,1,0.9090909090909091,10,0.6465104446487449,10,1,3,q40-60,,,q60-80,,,q40-60,,,,-1.0,-1.2178938764799352,-1.5153761763447737,-1.044052999634776
118,mean_area:q40-60  mean_concavity:q20-40  mean_radius:q40-60,33,1.0,0.0,,0.0,32,,0.975,1.0,True,0.0,,,0,0.0,0,0.8911188393205571,,1,0,0.0,33,0.0,32,1,3,q40-60,,,q20-40,,,q40-60,,,,-0.9713600536088663,-1.0,,
119,mean_area:q40-60  mean_concavity:q40-60  mean_radius:q40-60,26,1.0,0.5537749241945383,0.7959963984540055,0.2,21,0.33333333333333337,0.7164179361180895,1.0,True,0.4098780306383839,1.0,0.6,1,0.005050763379468115,1,0.8389023847809204,0.4040036015459947,5,0,0.2,25,0.0,21,4,3,q40-60,,,q40-60,,,q40-60,,,,-1.0,-1.0,-1.0,-1.0000000000000002
120,mean_area:q40-60  mean_concavity:q00-20  mean_radius:q40-60,25,1.0,0.0,,,25,,,1.0,True,0.0,,,0,,0,0.8628148284692875,,0,0,,25,0.0,25,0,3,q40-60,,,q00-20,,,q40-60,,,,-1.0,,,
121,mean_area:q60-80  mean_concavity:q80-100  mean_radius:q60-80,30,0.0,0.0,,1.0,0,0.983050847457627,1.0,0.975,True,0.0,0.9666666666666667,,30,0.8805551309302788,29,0.0,,29,1,1.0,0,0.0,1,0,3,q60-80,,,q80-100,,,q60-80,,,,-1.0,-1.4065618002029823,,
122,mean_area:q60-80  mean_concavity:q60-80  mean_radius:q60-80,34,0.8181818181818182,0.9374873145175383,0.9988502032773078,0.9130434782608695,9,0.9130434782608695,0.989290033962079,0.9771688017000408,True,0.7312252964426877,0.9130434782608695,0.8656126482213438,23,0.7196206640905891,21,0.48224414763987544,0.7323750931653797,23,2,0.9130434782608695,11,0.49500827954242593,11,2,3,q60-80,,,q60-80,,,q60-80,,,,-1.0,-1.0,-1.1583523461212697,-1.0
123,mean_area:q60-80  mean_concavity:q40-60  mean_radius:q60-80,31,0.8095238095238095,0.8787240669504885,0.961214206260899,0.8,17,0.7272727272727272,0.9747892736731665,0.9455364318215961,True,0.5849690635808873,0.6666666666666666,0.8047619047619048,12,0.4439045376923585,8,0.5809339588164454,0.6483096032629105,10,4,0.8,19,0.31858116196894076,21,2,3,q60-80,,,q40-60,,,q60-80,,,,-1.0,-1.0,-1.096493417941064,-1.0
124,mean_area:q80-100  mean_concavity:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,q80-100,,,q80-100,,,,q80-100,,,,-0.9654375312655138,,
125,mean_area:q80-100  mean_concavity:q80-100  mean_smoothness:q60-80,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,q80-100,,,q80-100,,,,q60-80,,,,-0.7642199145658677,,
126,mean_area:q80-100  mean_concavity:q80-100  mean_symmetry:q80-100,23,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,23,0.8518148710847749,23,,,23,0,1.0,0,0.0,0,0,3,q80-100,,,q80-100,,,,,q80-100,,,-0.7808024264581902,,
127,mean_area:q80-100  mean_concavity:q80-100  mean_texture:q80-100,29,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,29,0.8805551309302788,29,,,29,0,1.0,0,0.0,0,0,3,q80-100,,,q80-100,,,,,,q80-100,,-0.7375561927853097,,
128,mean_area:q80-100  mean_fractal_dimension:q00-20  mean_perimeter:q80-100,40,0.0,0.0,,1.0,0,0.9873417721518987,1.0,0.975,True,0.0,0.975,,40,0.9097488990396657,39,0.0,,39,1,1.0,0,0.0,1,0,3,q80-100,,,,q00-20,q80-100,,,,,-1.0,-0.9761354924359589,,
129,mean_area:q80-100  mean_fractal_dimension:q40-60  mean_perimeter:q80-100,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,3,q80-100,,,,q40-60,q80-100,,,,,,-1.0,,
130,mean_area:q00-20  mean_fractal_dimension:q80-100  mean_perimeter:q00-20,41,1.0,0.0,,0.0,40,,0.975,1.0,True,0.0,,,0,0.0,0,0.9119026971211966,,1,0,0.0,41,0.0,40,1,3,q00-20,,,,q80-100,q00-20,,,,,-1.0,-1.0,,
131,mean_area:q00-20  mean_fractal_dimension:q60-80  mean_perimeter:q00-20,36,1.0,0.0,,,36,,,1.0,True,0.0,,,0,,0,0.9026062440854072,,0,0,,36,0.0,36,0,3,q00-20,,,,q60-80,q00-20,,,,,-1.0,,,
132,mean_area:q20-40  mean_fractal_dimension:q20-40  mean_perimeter:q20-40,28,1.0,0.0,,,28,,,1.0,True,0.0,,,0,,0,0.8765638814997305,,0,0,,28,0.0,28,0,3,q20-40,,,,q20-40,q20-40,,,,,-1.0,,,
133,mean_area:q20-40  mean_fractal_dimension:q40-60  mean_perimeter:q20-40,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,3,q20-40,,,,q40-60,q20-40,,,,,-1.0,-1.0,,
134,mean_area:q20-40  mean_fractal_dimension:q60-80  mean_perimeter:q20-40,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,q20-40,,,,q60-80,q20-40,,,,,-1.0,,,
135,mean_area:q40-60  mean_fractal_dimension:q00-20  mean_perimeter:q40-60,24,1.0,1.0,1.0,0.5,22,0.6666666666666666,0.987420882906321,1.0,True,0.6915640748081247,1.0,0.75,1,0.01257911709367899,1,0.8456274871844254,0.2600090038649865,2,0,0.5,23,0.0,22,1,3,q40-60,,,,q00-20,q40-60,,,,,-0.9229207656468693,-1.0,-1.0,-1.0
136,mean_area:q40-60  mean_fractal_dimension:q20-40  mean_perimeter:q40-60,32,1.0,1.0,,1.0,31,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.88781125307763,,1,0,1.0,31,0.0,31,0,3,q40-60,,,,q20-40,q40-60,,,,,-1.0,-1.0,-1.0,
137,mean_area:q60-80  mean_fractal_dimension:q80-100  mean_perimeter:q60-80,20,0.5,1.0,1.0,1.0,2,0.9411764705882353,1.0,0.932414013511457,True,0.6666666666666666,0.8888888888888888,0.75,18,0.7940927857921769,16,0.06758598648854298,0.4671035664809571,16,2,1.0,2,0.0,4,0,3,q60-80,,,,q80-100,q60-80,,,,,-1.0,-0.9473408871039317,-1.0,-1.0
138,mean_area:q60-80  mean_fractal_dimension:q00-20  mean_perimeter:q60-80,29,0.8666666666666667,0.8502489680082559,0.9421442121114335,0.7142857142857143,13,0.7692307692307692,0.9161106816933545,0.9834240865599164,True,0.5894338862466559,0.8333333333333334,0.7904761904761906,12,0.4189647428163384,10,0.5953973033966279,0.6388081688409476,14,2,0.7142857142857143,17,0.42549190637181866,15,4,3,q60-80,,,,q00-20,q60-80,,,,,-1.0,-1.0,-1.1724283165071678,-0.9553577247041656
139,mean_area:q60-80  mean_fractal_dimension:q20-40  mean_perimeter:q60-80,20,0.8333333333333334,0.898717034272917,1.0,0.875,10,0.823529411764706,0.9968402764687477,0.9791374745403382,True,0.6975184488828855,0.7777777777777778,0.8541666666666666,9,0.4734903291248362,7,0.5158622513139235,0.6894501966254146,8,2,0.875,11,0.393975799287523,12,1,3,q60-80,,,,q20-40,q60-80,,,,,-1.0,-1.0,-1.068517554147675,-1.0
140,mean_area:q60-80  mean_fractal_dimension:q60-80  mean_perimeter:q60-80,24,1.0,1.0,,1.0,7,1.0,1.0,1.0,True,1.0,1.0,1.0,17,0.8049356770312616,17,0.5903836027749514,,17,0,1.0,7,1.0,7,0,3,q60-80,,,,q60-80,q60-80,,,,,-1.0,-1.0,,
141,mean_area:q80-100  mean_fractal_dimension:q00-20  mean_radius:q80-100,42,0.0,0.0,,1.0,0,0.9879518072289156,1.0,0.975,True,0.0,0.9761904761904762,,42,0.9139561637059667,41,0.0,,41,1,1.0,0,0.0,1,0,3,q80-100,,,,q00-20,,q80-100,,,,-1.0,-0.9772211300879194,,
142,mean_area:q80-100  mean_fractal_dimension:q40-60  mean_radius:q80-100,28,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,28,0.8765638814997305,28,,,28,0,1.0,0,0.0,0,0,3,q80-100,,,,q40-60,,q80-100,,,,,-1.0,,
143,mean_area:q00-20  mean_fractal_dimension:q80-100  mean_radius:q00-20,44,1.0,1.0,1.0,0.5,42,0.6666666666666666,0.987420882906321,1.0,True,0.6988362419217079,1.0,0.75,1,0.01257911709367899,1,0.9159161450596448,0.2600090038649865,2,0,0.5,43,0.0,42,1,3,q00-20,,,,q80-100,,q00-20,,,,-1.0,-1.0,-1.0,-1.0
144,mean_area:q00-20  mean_fractal_dimension:q40-60  mean_radius:q00-20,20,1.0,0.0,,,20,,,1.0,True,0.0,,,0,,0,0.8315665290169145,,0,0,,20,0.0,20,0,3,q00-20,,,,q40-60,,q00-20,,,,-1.0,,,
145,mean_area:q00-20  mean_fractal_dimension:q60-80  mean_radius:q00-20,36,1.0,0.0,,,36,,,1.0,True,0.0,,,0,,0,0.9026062440854072,,0,0,,36,0.0,36,0,3,q00-20,,,,q60-80,,q00-20,,,,-1.0,,,
146,mean_area:q20-40  mean_fractal_dimension:q20-40  mean_radius:q20-40,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,q20-40,,,,q20-40,,q20-40,,,,-0.9696243663758238,,,
147,mean_area:q20-40  mean_fractal_dimension:q40-60  mean_radius:q20-40,31,1.0,0.0,,0.0,30,,0.975,1.0,True,0.0,,,0,0.0,0,0.8842966917779725,,1,0,0.0,31,0.0,30,1,3,q20-40,,,,q40-60,,q20-40,,,,-1.0,-1.0,,
148,mean_area:q20-40  mean_fractal_dimension:q60-80  mean_radius:q20-40,24,1.0,0.0,,,24,,,1.0,True,0.0,,,0,,0,0.8575264022774187,,0,0,,24,0.0,24,0,3,q20-40,,,,q60-80,,q20-40,,,,-1.0,,,
149,mean_area:q40-60  mean_fractal_dimension:q00-20  mean_radius:q40-60,27,1.0,1.0,1.0,0.5,25,0.6666666666666666,0.987420882906321,1.0,True,0.6933752452815364,1.0,0.75,1,0.01257911709367899,1,0.8628148284692875,0.2600090038649865,2,0,0.5,26,0.0,25,1,3,q40-60,,,,q00-20,,q40-60,,,,-1.0,-1.0,-1.0,-1.0
150,mean_area:q40-60  mean_fractal_dimension:q20-40  mean_radius:q40-60,31,1.0,1.0,,1.0,30,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8842966917779725,,1,0,1.0,30,0.0,30,0,3,q40-60,,,,q20-40,,q40-60,,,,-0.9696243663758238,-1.0,-1.0,
151,mean_area:q60-80  mean_fractal_dimension:q80-100  mean_radius:q60-80,20,0.5,1.0,1.0,1.0,2,0.9411764705882353,1.0,0.932414013511457,True,0.6666666666666666,0.8888888888888888,0.75,18,0.7940927857921769,16,0.06758598648854298,0.4671035664809571,16,2,1.0,2,0.28808578766164733,4,0,3,q60-80,,,,q80-100,,q60-80,,,,-1.0,-1.0,-1.4046636275393367,-1.0
152,mean_area:q60-80  mean_fractal_dimension:q00-20  mean_radius:q60-80,31,0.8823529411764706,0.8877317719564911,0.9442888754704072,0.7142857142857143,15,0.7692307692307692,0.9161106816933545,0.9854206831596984,True,0.6095824321285693,0.8333333333333334,0.7983193277310925,12,0.4189647428163384,10,0.6355908378987497,0.6523497799917778,14,2,0.7142857142857143,19,0.37595123702899247,17,4,3,q60-80,,,,q00-20,,q60-80,,,,-1.0,-1.0,-0.9922846030822138,-1.0
153,mean_area:q60-80  mean_fractal_dimension:q20-40  mean_radius:q60-80,21,0.8461538461538461,0.9335139520162042,1.0,0.875,11,0.823529411764706,0.9968402764687477,0.9807933280174715,True,0.7076731463403724,0.7777777777777778,0.860576923076923,9,0.4734903291248362,7,0.5455289443234423,0.7011283229904732,8,2,0.875,12,0.4581403467371395,13,1,3,q60-80,,,,q20-40,,q60-80,,,,-0.93948070241057,-1.0,-1.2311892156604098,-0.9670173461910221
154,mean_area:q60-80  mean_fractal_dimension:q60-80  mean_radius:q60-80,26,1.0,1.0,,1.0,7,1.0,1.0,1.0,True,1.0,1.0,1.0,19,0.823533088192828,19,0.5903836027749514,,19,0,1.0,7,1.0,7,0,3,q60-80,,,,q60-80,,q60-80,,,,-1.0,-1.0,,
155,mean_area:q40-60  mean_fractal_dimension:q00-20  mean_smoothness:q00-20,22,1.0,0.0,,0.0,21,,0.975,1.0,True,0.0,,,0,0.0,0,0.8389023847809204,,1,0,0.0,22,0.0,21,1,3,q40-60,,,,q00-20,,,q00-20,,,-1.0754025200063142,-1.0,,
156,mean_area:q80-100  mean_perimeter:q80-100  mean_radius:q80-100,108,0.0,0.0,,1.0,0,0.9953488372093023,1.0,0.975,True,0.0,0.9907407407407407,,108,0.9661120005259886,107,0.0,,107,1,1.0,0,0.0,1,0,3,q80-100,,,,,q80-100,q80-100,,,,-1.0,-0.9908979798115982,,
157,mean_area:q00-20  mean_perimeter:q00-20  mean_radius:q00-20,108,1.0,0.0,,0.0,107,,0.975,1.0,True,0.0,,,0,0.0,0,0.9661120005259886,,1,0,0.0,108,0.0,107,1,3,q00-20,,,,,q00-20,q00-20,,,,-0.9908979798115982,-1.0,,
158,mean_area:q20-40  mean_perimeter:q20-40  mean_radius:q20-40,102,1.0,1.0,1.0,0.5,98,0.6666666666666666,0.932414013511457,1.0,True,0.7,1.0,0.75,2,0.06758598648854298,2,0.9630580129648071,0.4671035664809571,4,0,0.5,100,0.0,98,2,3,q20-40,,,,,q20-40,q20-40,,,,-1.0,-1.0,-1.0,-1.0
159,mean_area:q40-60  mean_perimeter:q40-60  mean_radius:q40-60,100,0.9879518072289156,0.9312868812290449,0.9809202145970921,0.7647058823529411,82,0.8387096774193549,0.9318922595626461,0.9996950126871745,True,0.8147938951913788,0.9285714285714286,0.8763288447909283,14,0.50100672679542,13,0.9346916264486556,0.7717374749847647,17,1,0.7647058823529411,86,0.7084588901113422,83,4,3,q40-60,,,,,q40-60,q40-60,,,,-0.9883636043724937,-1.00749138185529,-1.4096903942183996,-1.0462381119356907
160,mean_area:q60-80  mean_perimeter:q60-80  mean_radius:q60-80,107,0.8372093023255814,0.8715169454269779,0.944459545131467,0.921875,36,0.9076923076923077,0.9741461598321495,0.9319479055384647,True,0.7655090494492337,0.8939393939393939,0.8795421511627907,66,0.8270216709957792,59,0.6929891276350901,0.8146247571941145,64,7,0.921875,41,0.6547293608827834,43,5,3,q60-80,,,,,q60-80,q60-80,,,,-1.0,-1.0,-1.0662061346568907,-1.0
161,mean_area:q80-100  mean_perimeter:q80-100  mean_smoothness:q80-100,26,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,26,0.8677253955022459,26,,,26,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,q80-100,,,,-0.9654375312655138,,
162,mean_area:q80-100  mean_perimeter:q80-100  mean_smoothness:q60-80,32,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,32,0.8911188393205571,32,,,32,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,q60-80,,,,-1.0,,
163,mean_area:q80-100  mean_perimeter:q80-100  mean_smoothness:q40-60,24,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,24,0.8575264022774187,24,,,24,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,q40-60,,,,-1.0,,
164,mean_area:q00-20  mean_perimeter:q00-20  mean_smoothness:q60-80,30,1.0,0.0,,,30,,,1.0,True,0.0,,,0,,0,0.8842966917779725,,0,0,,30,0.0,30,0,3,q00-20,,,,,q00-20,,q60-80,,,-1.0,,,
165,mean_area:q00-20  mean_perimeter:q00-20  mean_smoothness:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,q00-20,,,,,q00-20,,q00-20,,,-1.0,,,
166,mean_area:q20-40  mean_perimeter:q20-40  mean_smoothness:q20-40,29,1.0,0.0,,,29,,,1.0,True,0.0,,,0,,0,0.8805551309302788,,0,0,,29,0.0,29,0,3,q20-40,,,,,q20-40,,q20-40,,,-0.9686754158899054,,,
167,mean_area:q20-40  mean_perimeter:q20-40  mean_smoothness:q60-80,20,1.0,1.0,1.0,0.5,18,0.6666666666666666,0.987420882906321,1.0,True,0.6882472016116853,1.0,0.75,1,0.01257911709367899,1,0.8146980318621477,0.2600090038649865,2,0,0.5,19,0.0,18,1,3,q20-40,,,,,q20-40,,q60-80,,,-1.0,-1.0,-1.0,-1.0
168,mean_area:q20-40  mean_perimeter:q20-40  mean_smoothness:q00-20,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,q20-40,,,,,q20-40,,q00-20,,,-1.0,,,
169,mean_area:q40-60  mean_perimeter:q40-60  mean_smoothness:q20-40,21,1.0,1.0,,1.0,20,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8315665290169145,,1,0,1.0,20,0.0,20,0,3,q40-60,,,,,q40-60,,q20-40,,,-0.9564465677683354,-1.0127393670834062,-1.0,
170,mean_area:q40-60  mean_perimeter:q40-60  mean_smoothness:q00-20,33,1.0,0.0,,0.0,32,,0.975,1.0,True,0.0,,,0,0.0,0,0.8911188393205571,,1,0,0.0,33,0.0,32,1,3,q40-60,,,,,q40-60,,q00-20,,,-0.9443132642727704,-1.0,,
171,mean_area:q60-80  mean_perimeter:q60-80  mean_smoothness:q80-100,24,1.0,1.0,,1.0,4,1.0,1.0,1.0,True,1.0,1.0,1.0,20,0.8315665290169145,20,0.3976353643835142,,20,0,1.0,4,1.0,4,0,3,q60-80,,,,,q60-80,,q80-100,,,-1.0,-1.2539175392177824,,
172,mean_area:q60-80  mean_perimeter:q60-80  mean_smoothness:q20-40,21,1.0,1.0,1.0,0.875,13,0.9333333333333333,0.9968402764687477,1.0,True,0.9013878188659973,1.0,0.9375,7,0.4734903291248362,7,0.7529473619994964,0.8150022509662467,8,0,0.875,14,0.7216098051809188,13,1,3,q60-80,,,,,q60-80,,q20-40,,,-1.2426941677274626,-1.0,-1.2917958815510788,-1.002040531704325
173,mean_area:q60-80  mean_perimeter:q60-80  mean_smoothness:q40-60,27,0.7272727272727273,0.817020192027117,0.9625402528219418,0.875,8,0.8484848484848485,0.9844863961845862,0.9397822658272428,True,0.6128089093333163,0.8235294117647058,0.8011363636363636,17,0.6165237631507436,14,0.39025744042757876,0.6397324744507857,16,3,0.875,10,0.176764705882353,11,2,3,q60-80,,,,,q60-80,,q40-60,,,-1.0,-1.0,-0.7367392147850085,-0.9646378637969784
174,mean_area:q80-100  mean_perimeter:q80-100  mean_symmetry:q80-100,30,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,30,0.8842966917779725,30,,,30,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,,q80-100,,,-1.0,,
175,mean_area:q80-100  mean_perimeter:q80-100  mean_symmetry:q40-60,33,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,33,0.8942371899254208,33,,,33,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,,q40-60,,,-1.0,,
176,mean_area:q80-100  mean_perimeter:q80-100  mean_symmetry:q60-80,22,,0.0,,1.0,0,1.0,1.0,,True,0.0,1.0,,22,0.8456274871844254,22,,,22,0,1.0,0,0.0,0,0,3,q80-100,,,,,q80-100,,,q60-80,,,-1.0,,
177,mean_area:q00-20  mean_perimeter:q00-20  mean_symmetry:q80-100,23,1.0,0.0,,,23,,,1.0,True,0.0,,,0,,0,0.8518148710847749,,0,0,,23,0.0,23,0,3,q00-20,,,,,q00-20,,,q80-100,,-1.0,,,
178,mean_area:q00-20  mean_perimeter:q00-20  mean_symmetry:q00-20,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,q00-20,,,,,q00-20,,,q00-20,,-1.0,,,
179,mean_area:q00-20  mean_perimeter:q00-20  mean_symmetry:q60-80,25,1.0,0.0,,0.0,24,,0.975,1.0,True,0.0,,,0,0.0,0,0.8575264022774187,,1,0,0.0,25,0.0,24,1,3,q00-20,,,,,q00-20,,,q60-80,,-1.0,-1.0,,
180,mean_area:q00-20  mean_perimeter:q00-20  mean_symmetry:q20-40,22,1.0,0.0,,,22,,,1.0,True,0.0,,,0,,0,0.8456274871844254,,0,0,,22,0.0,22,0,3,q00-20,,,,,q00-20,,,q20-40,,-1.0,,,
181,mean_area:q20-40  mean_perimeter:q20-40  mean_symmetry:q00-20,26,1.0,0.0,,,26,,,1.0,True,0.0,,,0,,0,0.8677253955022459,,0,0,,26,0.0,26,0,3,q20-40,,,,,q20-40,,,q00-20,,-1.0,,,
182,mean_area:q20-40  mean_perimeter:q20-40  mean_symmetry:q60-80,23,1.0,1.0,,1.0,22,1.0,1.0,1.0,True,1.0,1.0,1.0,1,0.025000000000000022,1,0.8456274871844254,,1,0,1.0,22,0.0,22,0,3,q20-40,,,,,q20-40,,,q60-80,,-1.0,-1.0,-1.0,
183,mean_area:q20-40  mean_perimeter:q20-40  mean_symmetry:q20-40,26,1.0,0.0,,0.0,25,,0.975,1.0,True,0.0,,,0,0.0,0,0.8628148284692875,,1,0,0.0,26,0.0,25,1,3,q20-40,,,,,q20-40,,,q20-40,,-0.9642048263805313,-1.0,,
184,mean_area:q40-60  mean_perimeter:q40-60  mean_symmetry:q40-60,23,1.0,0.9181845323020388,0.9400455838177655,0.4,18,0.5714285714285715,0.8533672003653274,1.0,True,0.5855400437691199,1.0,0.7,2,0.05274495052631566,2,0.8146980318621477,0.4599544161822346,5,0,0.4,21,0.0,18,3,3,q40-60,,,,,q40-60,,,q40-60,,-0.952320763673122,-1.0,-1.0,-1.0000000000000002
185,mean_area:q40-60  mean_perimeter:q40-60  mean_symmetry:q00-20,27,1.0,0.0,,,27,,,1.0,True,0.0,,,0,,0,0.8722971323845661,,0,0,,27,0.0,27,0,3,q40-60,,,,,q40-60,,,q00-20,,-0.9353342747902813,,,
